"mean","sd","2.5%","50%","97.5%","Rhat"
-0.854060087157437,0.400677191787916,-1.70505926752703,-0.833465951510298,-0.125189922879694,1
-0.101896973965044,0.0344712035337432,-0.183051076573307,-0.0969120371146741,-0.0477270294786664,1.03
-1.46428333887527,1.46486738457195,-4.57480133702696,-1.36441553935925,1.16822756160404,1
-1.673542748225,0.457821263589291,-2.64068975258997,-1.64811904962837,-0.855667517327011,1.01
-0.057292351271284,0.0233183937769325,-0.106667402290999,-0.0561359135629334,-0.0145296157894809,1.07
2.74328868852317,0.893601688277087,0.979025355640081,2.74587746245067,4.49611360380838,1
-0.263056684478146,0.242531061540217,-0.764566274627044,-0.253040647170365,0.184601724345325,1.01
-0.0390281740365837,0.0135530838254572,-0.0673782027575481,-0.038397070702862,-0.0142349058990096,1.04
2.9576461456543,0.482751710320815,2.00199637817668,2.95937160921809,3.8976185956149,1
1.3289052745176,0.477458119208793,0.277689977290883,1.36227208279972,2.1720944335468,1.03
-0.0533252407049498,0.0155350850573405,-0.0866820472094599,-0.0524064277123557,-0.0252162148356591,1.02
-1.63394223525756,1.16370285102636,-3.89258208779022,-1.6538709516786,0.706979460064393,1.02
2.82780754825435,0.264204061869613,2.25884445154317,2.84426682999428,3.31502911362512,1.03
-0.0139880919043178,0.0076344912926598,-0.0302907039019915,-0.0135519034624143,2.03912269647672e-05,1.03
-1.41750417461352,0.763422541027871,-2.94954375949496,-1.41870594792211,0.0869703918344668,1.01
1.34752218143096,0.45074896977509,0.48460307765343,1.33623240144371,2.29294880994744,1.12
-0.0286267731620125,0.0120232620456783,-0.0525776443968022,-0.0285020547086228,-0.00545594842820818,1.01
1.36481252557633,1.03791521909936,-0.797460626020953,1.39194047423402,3.33008705310015,1.14
2.52582395539093,0.313075153799653,1.83669002118885,2.55332717233914,3.06506990236133,1.06
0.000888368445303372,0.00713219785962649,-0.0124563702205975,0.000634586180586448,0.0157495592290076,1.03
0.0385957270334127,0.754387433865312,-1.38237440152305,0.0131315561904442,1.60054811883404,1.06
0.181304881809521,0.399918436761065,-0.676865266032988,0.206464600488007,0.887821401391222,1.01
-0.0671699863368551,0.0216540591302174,-0.113504572979384,-0.0660227881947066,-0.0289562985605618,1.15
-0.249596625068844,0.978901231289062,-2.19140505526764,-0.23734710287071,1.65041000054916,1.03
0.123100286205697,0.365121652306109,-0.730923895473301,0.165148440675252,0.716098161298956,1.07
-0.0891640205786433,0.0255556962524124,-0.144008568594446,-0.0873655717211427,-0.0443718492551239,1.04
-2.4072835190837,1.14093807796926,-4.75947633530481,-2.36780987895506,-0.306827572777328,1
-0.18080475109891,0.322329347636149,-0.87000284228645,-0.161184411725614,0.396627147986966,1
-0.0736682709443773,0.0219718812106453,-0.122049154100041,-0.0719932500885525,-0.0354547816129208,1.01
0.850443065647109,0.85392373592376,-0.945553240265746,0.882535236072031,2.43114561634114,1.05
-1.45969378098674,0.582845075128554,-2.83594622656169,-1.38103202991098,-0.542799733514825,1.09
-0.0465486932910139,0.0265872517029522,-0.100024387525055,-0.0452770043286497,0.000761544571166589,1.26
2.32692163640078,1.06476976495036,0.293642167549118,2.30374990932318,4.54750153993542,1.05
-1.11056343668448,0.782490954839424,-2.84917734538816,-1.04273387274362,0.226777454318005,1.02
-0.138984899035596,0.0464921275454538,-0.24920735487225,-0.132381273340007,-0.0660370186277687,1.06
-4.02212059960218,2.07353957297796,-8.53790562358427,-3.88468447296519,-0.339263765209691,1.01
1.18174642868142,0.303685230032828,0.520049024936166,1.20326297486628,1.71724580396056,1.02
-0.0886994555547561,0.0235358294317211,-0.141284056300136,-0.0867731742863115,-0.0480345099417142,1.06
-4.37390220559875,1.08510460994281,-6.60772679216131,-4.33630544583742,-2.37614964830113,1.01
-0.516884746277916,0.311736734325325,-1.15542676875264,-0.506138985529829,0.0617523744117301,1
-0.0758380472068855,0.0242602033349464,-0.129695404447425,-0.0737606003608222,-0.0338859716892168,1.01
0.512899666876395,0.860942693297896,-1.24280979077299,0.537428398675055,2.13270351195367,1
0.205732794509431,0.310497992206461,-0.459598461075426,0.225845825296232,0.758181262701039,1.03
-0.100114016827929,0.0316974257413387,-0.177235200212175,-0.0952602134918225,-0.0511466675544722,1.03
-1.9420879067867,1.04696861297343,-4.11034827705179,-1.89863574221017,-0.00718993974351043,1.01
0.115552524065612,0.492775639943421,-1.05941401115607,0.198650698901501,0.861467088878822,1.32
-0.107496765086684,0.0339498537469333,-0.188911403404957,-0.102628027149937,-0.0539147610431002,1.02
-2.72678438509776,1.27562630068452,-5.44278406807034,-2.65626533193404,-0.427903406328733,1.01
-3.23426516684179,0.853062821026699,-5.15685077217747,-3.1518088313896,-1.80857577762701,1.02
-0.0620496112177982,0.0372609707802152,-0.141018148618142,-0.0598546903288093,0.000474118838975809,1.14
3.87088747367851,1.41013864818461,1.10595916629685,3.86686971571955,6.70508996534967,1.03
-1.99560475354491,0.531277867488949,-3.11780253080618,-1.96557543713209,-1.05209058974485,1.01
-0.0784436550354911,0.0282930882491401,-0.140519850782514,-0.0765505982172419,-0.0290150519129683,1.05
2.70574939725699,1.04477897154581,0.637237120894693,2.71914726322356,4.74089839450392,1
