"prey","tree","tree.obs","sp.obs","beta","low95","low75","high75","high95","site"
135,0.12456873,6.983366407,92.8430287011874,55.6915200629036,0.183614527506735,24.1035426558272,85.6131878545074,106.636272753056,"be10"
135,2.95374412285714,22.48732917,134.910624286191,55.471361129912,0.507287806518861,24.1230714551414,85.061239241124,106.205324385728,"be11"
135,5.78291951571429,19.37420753,75.4781700196089,55.0148114322252,-0.295084976760501,23.9536118791361,84.762880481641,105.637083024583,"be12"
135,8.61209490857143,70.11608596,113.027060432772,55.2182035002542,0.293627381204702,23.8020353773464,84.8227936868891,105.76395295676,"be13"
135,11.4412703014286,36.39087458,128.436605300249,54.9425346595511,-0.0781126420995603,23.9601957653629,84.4085107342786,105.316798121685,"be14"
135,14.2704456942857,19.78934382,51.1172315687977,54.7679632607636,0.359245832668607,23.6222184725518,84.3115720999378,104.714773912483,"be15"
135,17.0996210871429,44.60392526,91.3273946512333,54.8250752705095,-0.188468290406228,23.7358413914518,84.3288307888499,104.954412677677,"be16"
135,19.92879648,0.12456873,62.8114200607866,54.503760286638,-0.857815893809574,23.56543346883,83.9563213318633,104.45755213786,"be17"
135,22.7579718728571,30.51445019,129.251645902354,54.4154439467729,-0.698229743024233,23.6204874699846,83.8483110315022,104.569730323819,"be18"
135,25.5871472657143,37.60153588,116.221265229209,54.197460372973,-0.580816724145378,23.411806071761,83.8262648591289,104.215245942633,"be19"
135,28.4163226585714,79.34147973,136.288295944185,54.3896130705868,-0.95576023524853,23.1386556589753,83.9463064565339,104.659692664171,"be2"
135,31.2454980514286,10.26608354,42.0892228596357,54.3212217886028,-0.880666636537234,23.0398440719561,83.7591918581234,104.419169546571,"be20"
135,34.0746734442857,20.50372095,114.606994436392,53.7317030011205,-1.18206349363069,22.8153996363184,83.4391333457594,104.500906641589,"be21"
135,36.9038488371429,6.617411074,75.6690188754914,54.0076086491467,-1.3691196128365,22.7604993330755,83.4347318578379,104.424753222369,"be22"
135,39.73302423,6.069850541,73.0961275957871,53.6412831376183,-1.61309362819304,22.5129396222711,83.5732915482989,103.960364696828,"be23"
135,42.5621996228571,14.94419183,83.8031367373695,53.4796516563705,-2.03377300300232,22.1583891406108,83.507389353368,104.635618014084,"be24"
135,45.3913750157143,29.23558731,72.6147370450266,53.4568444920116,-1.77209793004025,21.8164084489043,83.7722740819072,104.965532191129,"be25"
135,48.2205504085714,15.53390775,87.3847723303344,53.4833127318676,-2.56659613891564,21.4975677421816,83.4326289313238,104.563390880052,"be26"
135,51.0497258014286,25.81735766,91.4812775394335,53.0926330981228,-3.55100681661348,21.1120229933264,83.7432897142863,104.455226725138,"be27"
135,53.8789011942857,73.79412098,69.7940586280103,52.8193653084056,-3.91297847527599,20.673645433831,83.6221512616226,105.277790090003,"be28"
135,56.7080765871429,34.96159918,64.6825508609248,52.5703904895771,-4.66896064819406,20.2250849216007,83.7423472970598,105.413973708279,"be29"
135,59.53725198,55.48014943,86.6994755330013,52.7488378168715,-4.84833689402621,20.0084500270231,83.9126970887675,105.399175585208,"be3"
135,62.3664273728571,30.24669347,41.883222309447,52.5034594365452,-5.17678611715856,19.4422028911383,84.1838173152561,105.878204289678,"be30"
135,65.1956027657143,62.63903389,139.117779889373,52.4449670776305,-6.07574680405784,19.3011898020066,84.2817012402415,106.799118574276,"be4"
135,68.0247781585714,12.76256788,63.9065928225897,52.225196437726,-6.97696723130216,18.5822151991263,84.5046658353086,106.643221130659,"be5"
135,70.8539535514286,24.75695827,49.8981685569708,52.1881942738888,-6.91421646635826,18.6289612432242,84.7026197806664,107.261553491671,"be6"
135,73.6831289442857,7.435498609,134.032147963155,52.2615202152649,-7.78835973445195,18.025723610499,84.9259969582377,107.767372231682,"be7"
135,76.5123043371429,17.76238404,67.3112250518556,51.6046581065419,-9.42597943186963,17.1870920467848,85.3296493252112,108.512831046074,"be8"
135,79.34147973,75.25321416,95.0979757675994,51.7128366021396,-9.77222013433539,17.2309085429986,85.2719348040714,108.821582282494,"be9"
199.068965517241,0.12456873,6.983366407,92.8430287011874,50.6827429601939,-9.49888162809937,16.0325949518956,83.3924314715142,106.183901642238,"be101"
199.068965517241,2.95374412285714,22.48732917,134.910624286191,51.4773351744061,-7.73330796577636,17.8994659752288,83.8872994830575,106.551891827615,"be111"
199.068965517241,5.78291951571429,19.37420753,75.4781700196089,52.6975814096146,-6.23504086528427,19.1510880067165,84.8082496303991,107.147400941137,"be121"
199.068965517241,8.61209490857143,70.11608596,113.027060432772,53.6537011463381,-4.39487285766988,20.478406455055,85.3290835833605,107.844455764173,"be131"
199.068965517241,11.4412703014286,36.39087458,128.436605300249,54.9279961368902,-3.29415952961631,22.2553752642224,86.3510724065767,108.274104180207,"be141"
199.068965517241,14.2704456942857,19.78934382,51.1172315687977,56.0172367333331,-1.77710251481046,23.6302524217532,87.3428718432613,109.262248095646,"be151"
199.068965517241,17.0996210871429,44.60392526,91.3273946512333,57.2568142830333,-0.183289695063626,24.6266344226147,88.0351935925152,109.845009370867,"be161"
199.068965517241,19.92879648,0.12456873,62.8114200607866,58.3137034004408,0.54445262618419,26.0320027490249,89.4400317820977,110.537664099471,"be171"
199.068965517241,22.7579718728571,30.51445019,129.251645902354,59.4254953196571,2.63688028014648,27.0715001501887,89.8876069885151,110.972207470887,"be181"
199.068965517241,25.5871472657143,37.60153588,116.221265229209,60.1162048524598,4.31779812944137,28.3523234231411,90.8505004680464,111.716251869304,"be191"
199.068965517241,28.4163226585714,79.34147973,136.288295944185,61.4460155644077,5.90495275908403,29.7752147728888,91.6500540878235,113.123518529598,"be210"
199.068965517241,31.2454980514286,10.26608354,42.0892228596357,62.7943644965166,6.5830559848572,31.2335406215894,92.6670257931393,114.184264506981,"be201"
199.068965517241,34.0746734442857,20.50372095,114.606994436392,63.7238293950052,8.16222954973007,32.4209641291928,93.8252512788083,115.188619653277,"be211"
199.068965517241,36.9038488371429,6.617411074,75.6690188754914,65.0123425614501,8.8263730993222,33.3431337652739,94.766492936244,115.85558500932,"be221"
199.068965517241,39.73302423,6.069850541,73.0961275957871,66.2529730462637,10.2765711461057,34.8155271922413,95.7616465664343,116.345671720042,"be231"
199.068965517241,42.5621996228571,14.94419183,83.8031367373695,67.3397324080784,11.4012908400604,35.5931302330916,96.8774384957848,118.331500551221,"be241"
199.068965517241,45.3913750157143,29.23558731,72.6147370450266,68.2203014713211,12.4357974944514,36.5318623885012,97.9007587123554,119.49380822789,"be251"
199.068965517241,48.2205504085714,15.53390775,87.3847723303344,69.3202242672544,13.5326148456314,37.9551699695344,99.1461597763835,119.615149597032,"be261"
199.068965517241,51.0497258014286,25.81735766,91.4812775394335,70.502950342054,15.2132836327208,39.0508157423673,100.207381974868,121.195278247428,"be271"
199.068965517241,53.8789011942857,73.79412098,69.7940586280103,71.5242924689937,15.2349676472357,39.864441695731,101.556089923235,122.401187250042,"be281"
199.068965517241,56.7080765871429,34.96159918,64.6825508609248,72.7076845138388,17.1231734453256,41.0522572530008,102.839060747581,123.745078924983,"be291"
199.068965517241,59.53725198,55.48014943,86.6994755330013,73.7657295270781,18.4751354856432,42.2280791252505,103.635650938545,125.265111377529,"be31"
199.068965517241,62.3664273728571,30.24669347,41.883222309447,74.922789628307,18.0519775215803,42.9065149544584,105.026916928395,126.127022431711,"be301"
199.068965517241,65.1956027657143,62.63903389,139.117779889373,75.7658182900177,19.0939188558873,44.0377305600844,106.502270130232,127.797706156789,"be41"
199.068965517241,68.0247781585714,12.76256788,63.9065928225897,76.8103131740111,20.2408471397159,44.8417110896984,107.479171662309,129.206792997032,"be51"
199.068965517241,70.8539535514286,24.75695827,49.8981685569708,78.2235671556434,20.461354912147,46.0155736211536,108.871949226942,130.824660754533,"be61"
199.068965517241,73.6831289442857,7.435498609,134.032147963155,79.349055410496,22.4154372588083,46.7403879049154,110.570577741142,132.023355798067,"be71"
199.068965517241,76.5123043371429,17.76238404,67.3112250518556,80.3397001066633,22.347601745712,47.7291714951814,111.474973271753,133.948355013364,"be81"
199.068965517241,79.34147973,75.25321416,95.0979757675994,81.6503903788975,22.3868941856294,48.3727132585215,113.204854144875,135.220240062406,"be91"
365,0.12456873,6.983366407,92.8430287011874,37.632685727829,-82.2996652962441,-33.1852108691276,107.116726593233,155.720282140074,"be102"
365,2.95374412285714,22.48732917,134.910624286191,41.9777207690208,-73.2789169690021,-25.7835312673334,108.614091950132,156.105190746024,"be112"
365,5.78291951571429,19.37420753,75.4781700196089,45.879397158211,-63.4905889194774,-18.7605830244612,110.250595309512,155.41195780306,"be122"
365,8.61209490857143,70.11608596,113.027060432772,50.5271625618325,-56.2458346976921,-12.2158964921146,112.326963415922,155.915993663395,"be132"
365,11.4412703014286,36.39087458,128.436605300249,54.4163353581233,-47.2793873996145,-4.70275179926116,113.882668734685,156.086565624835,"be142"
365,14.2704456942857,19.78934382,51.1172315687977,58.9641841316265,-38.3727772275745,1.64378428335523,116.063370710071,156.02858206737,"be152"
365,17.0996210871429,44.60392526,91.3273946512333,63.2068208627822,-32.1764626903279,8.32662118020877,117.567771983373,155.590351497873,"be162"
365,19.92879648,0.12456873,62.8114200607866,67.5984570256095,-22.5888785398176,14.8796567582401,120.00140833521,156.593032941144,"be172"
365,22.7579718728571,30.51445019,129.251645902354,72.1992770718315,-14.5446128868124,21.611813351329,121.450108669798,156.889243447993,"be182"
365,25.5871472657143,37.60153588,116.221265229209,76.6157509182196,-5.93791197114304,27.6606248131696,123.906393870837,157.885214004315,"be192"
365,28.4163226585714,79.34147973,136.288295944185,80.6853089810524,0.752213975936553,34.3177695528359,125.813900741496,157.959731438328,"be212"
365,31.2454980514286,10.26608354,42.0892228596357,85.1256026609786,8.58444336820846,40.8089560053631,128.343324558244,159.322048602832,"be202"
365,34.0746734442857,20.50372095,114.606994436392,89.3696154803996,15.0646469520163,46.541580936886,130.867715527481,160.053653769695,"be213"
365,36.9038488371429,6.617411074,75.6690188754914,93.6776906113796,22.9228630637713,53.0611820584019,133.18554104475,161.480649014835,"be222"
365,39.73302423,6.069850541,73.0961275957871,97.9779902214738,30.0616505339768,58.8584216367741,136.11421661323,162.605281084071,"be232"
365,42.5621996228571,14.94419183,83.8031367373695,102.526236850054,35.6745851028503,64.1530534487216,139.173917467525,165.1016473726,"be242"
365,45.3913750157143,29.23558731,72.6147370450266,107.148514456708,42.1550147563251,70.0993843663693,142.776437759448,167.666673513905,"be252"
365,48.2205504085714,15.53390775,87.3847723303344,111.285339148098,48.7182881316969,75.5015939775033,145.910148715464,169.707563326612,"be262"
365,51.0497258014286,25.81735766,91.4812775394335,115.56834581242,53.8136825536473,80.3225129404047,149.444642201527,172.924134025049,"be272"
365,53.8789011942857,73.79412098,69.7940586280103,119.731618589756,58.5376918501486,84.9265577632187,153.263655071195,176.690457323353,"be282"
365,56.7080765871429,34.96159918,64.6825508609248,124.215906179326,62.823517836276,89.884180834915,157.692161604196,180.705374243898,"be292"
365,59.53725198,55.48014943,86.6994755330013,128.311389683716,67.5260452163035,93.5263588323138,161.93593360631,185.128701247359,"be32"
365,62.3664273728571,30.24669347,41.883222309447,132.885832559908,71.2530937529102,97.5823212158963,166.256395350028,189.993332471991,"be302"
365,65.1956027657143,62.63903389,139.117779889373,137.202499655844,74.3558741760689,101.592004298214,171.211663401776,195.526871596037,"be42"
365,68.0247781585714,12.76256788,63.9065928225897,141.529755853432,77.6018479199726,105.090430521111,176.52997795682,200.443360440035,"be52"
365,70.8539535514286,24.75695827,49.8981685569708,145.758325830534,79.8093341448237,108.279481264249,181.696243893302,206.437131198904,"be62"
365,73.6831289442857,7.435498609,134.032147963155,149.815407118382,82.7052340698001,111.084441174199,187.514744925165,213.547786167376,"be72"
365,76.5123043371429,17.76238404,67.3112250518556,154.381353483493,84.9790309437697,114.30239486836,193.233887033533,219.801502104141,"be82"
365,79.34147973,75.25321416,95.0979757675994,158.242892145808,86.0244178654798,117.004540665653,199.328638727945,228.11264173972,"be92"
